compound_id2,mesh_name2
C016705,7-dehydrocholesterol
C031215,betadex
D018130,Diamond
C005581,protocatechualdehyde
C058602,1-butene
C005044,hydroxyethyl methacrylate
D002104,Cadmium
D000645,Ammonium Sulfate
D002336,Carnosine
D002725,Chloroform
D007204,Indium
D010695,Phlorhizin
D019788,Fluorodeoxyglucose F18
C035331,2-n-octyl-4-isothiazolin-3-one
C018855,2-tert-butylhydroquinone
C029728,4-phenylenediamine
C018480,ceramide 3
C026305,cobalt sulfate
C032196,dipyrithione
C004206,dodicin
C031049,geranylgeranylacetone
C018330,magnesium nitrate
D000117,Acetylglucosamine
D000433,1-Propanol
D003993,Dibutyl Phthalate
D007692,Diatomaceous Earth
D007851,Dodecanol
D011407,Propane
D020058,Styrene
D013458,Sulfur Dioxide
C578469,"1,5-pentanediol"
C014953,2-acetyltributylcitrate
C032613,alpha-cyclodextrin
C018824,ammonium acetate
D064753,Ammonium Hydroxide
C031000,benzimidazole
C007028,chlorozotocin
C012836,cholesteryl nonanoate
C043561,chrysin
C020722,cinnamyl alcohol
C007076,citral
C004917,ethohexadiol
C012313,ethyl-p-hydroxybenzoate
C020755,hydroxycitronellal
C008316,maltol
C013592,mangiferin
C011934,mica
C020940,myristyl alcohol
C032895,polyoxyethylene-24-cholesteryl ether
C005199,potassium metabisulfite
D002083,Butylated Hydroxyanisole
D002131,Calcium Pyrophosphate
D004134,Dimyristoylphosphatidylcholine
D005204,Farnesol
D006033,Glycylglycine
D011887,Raffinose
D012521,Sarcosine
C039672,benzyl salicylate
C006848,butyl acetate
C006903,carbopol 940
C025390,creosol
C020283,diethanolamine
C040297,pentigide
C007379,diethyl phthalate
C060040,diisopropanolamine
C007442,diisopropylamine
C003714,dimethylamphetamine
C028913,dodecyl sulfate
C026199,isostearyl alcohol
C005458,methyl isobutyl ketone
C029773,rhodamine B
C013893,rosin
C089549,lauric acid methyl ester
C059167,"2,2,4,4,6,8,8-heptamethylnonane"
C041787,"1,3-propanediol"
D004986,Ether
D004159,Diphenylamine
C023600,chromium oxide
C025302,ferric nitrate
C034236,ferrous oxide
C040507,isobutyl alcohol
C010745,maltitol
C008315,maltodextrin
C048436,monophosphoryl lipid A
C029383,n-decyl alcohol
C033375,polydextrose
C010631,salicyl alcohol
C014822,sorbitan monolaurate
C018665,sorbitan monooleate
C009298,sorbitan monostearate
C058854,sorbitan sesquioleate
C045358,stannic oxide
C018153,sucrose monostearate
D020002,tert-Butyl Alcohol
C009465,thioglycerol
C558660,cabozantinib
C017282,boron nitride
C012491,phytosphingosine
C000600434,PEG-30-dipolyhydroxystearate
C535047,"1,2-octanediol"
C534037,hexyldecanol
C531091,cocamidopropylamine oxide
C053309,hydroxypropyl methylcellulose phthalate
C411187,cocamidopropyl hydroxysultaine
C048852,diisopropyl adipate
C050859,diisopropyl sebacate
C524458,peg-8 distearate
C043349,butyl stearate
C005693,sorbitan trioleate
C019556,squalane
C012042,steviol
C002885,sucrose acetate isobutyrate
C018152,sucrose monolaurate
C045990,propylene carbonate
C005691,sodium silicate
C089515,stearamidoethyl diethylamine
C055481,dibutyl sebacate
C061705,sorbitan monopalmitate
C052237,lauric acid diethanolamide
C036643,isoeugenol
C005222,methylethyl ketone
C004845,"N,N'-diphenyl-4-phenylenediamine"
C014627,N-isopropyl-N-phenyl-4-phenylenediamine
C032753,N-oxydiethylene-2-benzothiazole sulfenamide
C014334,padimate A
C034033,tetramethylthiuram monosulfide
D020933,Neurotrophin 3
C037438,Eutanol G
C023400,bacitracin methylenedisalicylic acid
C067638,myristyl lactate
D013296,Streptococcus pneumoniae
D013292,Streptococcus agalactiae
D034363,Viridans Streptococci
D013295,Streptococcus mutans
C517782,pasireotide
C482568,tall oil
C007318,"1,2-dibromo-3-chloropropane"
C011506,2-methyl-4-isothiazolin-3-one
C549322,"5-bromo-5-nitro-1,3-dioxane"
C011421,5-chloro-2-methyl-4-isothiazolin-3-one
D001104,Arbutin
D001455,Bambermycins
C493870,bedaquiline
D002563,Cerium
D002392,Catechin
D003007,Clopidol
C506365,Cyclohexane
C023792,gamma-cyclodextrin
D006193,Haemophilus influenzae
D006856,Hydrogen Cyanide
D007513,Isethionic Acid
D007832,Lasalocid
D015848,Interleukin-5
D015850,Interleukin-6
D015851,Interleukin-7
D020932,Nerve Growth Factor
C480523,N-(3-(dimethylamino)propyl)octadecanamide
C026060,N-(hydroxyethyl)ethylenediaminetriacetic acid
C008606,ponceau 4R
C576297,ponceau 4R
C507250,pradofloxacin
C000595210,polyethylene glycol 2000
D012402,Rotenone
D012412,Rubella virus
D013725,Terbium
D013883,Thiostrepton
C522181,apixaban
C120459,cocoyl isethionate
C512395,dibutyl adipate
C546704,crofelemer
C007045,cholesteryl sulfate
C002211,cetyl sulfate
C042345,hydrogen sulfite
C509129,dimethicone 20
C013547,hectorite
D006536,Heptanes
C514485,hexyl laurate
C524860,ethylhexylglycerin
C005059,isoprene
C404525,neotame
C512394,o-cymen-5-ol
C456972,octyl dodecanol
C013192,phenylacetaldehyde
C035956,methyl acrylate
C025385,methyl cinnamate
C473731,lomitapide
C471067,isobutylparaben
C054441,retinamide
C009277,sodium arsenate
C032706,sodium chlorate
C096707,sodium oxide
C034738,sodium percarbonate
C048370,sodium peroxide
C032710,rubidium chloride
C005692,triphosphoric acid
C034666,propionamide
C005216,propylene glycol methyl ether
C494910,teduglutide
C058229,polydatin
C068430,polysorbate 40
C545373,ponatinib
C542124,raxibacumab
C041349,potassium nitrite
C034093,pirlimycin
C015699,"1,2-benzisothiazoline-3-one"
C116457,1-butyl oleate
C019273,"2,2-bis(4-glycidyloxyphenyl)propane"
C456971,2-ethylhexyl stearate
C508873,"3,7,11,15-tetramethyl-1,2,3-hexadecanetriol"
D020106,Acrylamide
D047310,Apigenin
D001128,Argon
D000687,Amylopectin
D002215,Captan
D002351,Carrageenan
D004896,Erythritol
D006901,Hydroxylysine
C530727,"2,6-diamino-5-hydroxyhexanoic acid"
D016732,"Parvovirus B19, Human"
D029821,"Enterovirus A, Human"
C005223,methyleugenol
D008985,Monensin
D009015,Morantel
C006392,N-acetyltryptophan
C001426,N-hydroxysuccinimide
C000595209,polyethylene glycol 1000
D010693,Phloretin
D014334,Tropolone
D013941,Thymine
D014144,Tragacanth
D053781,Transforming Growth Factor beta2
D014304,Triolein
C034286,borogluconate
D015029,Zeranol
C520853,alogliptin
C012765,bakuchiol
C494862,alpha-isomethylionone
C037123,cadmium sulfate
C034939,cadmium sulfide
C005716,amyl acetate
C031800,acetic anhydride
C057884,diclazuril
C024714,caryophyllene
C014409,cholesteryl oleate
C060884,cetyl lactate
C012843,cinnamic aldehyde
C040225,disilver oxide
C049175,disperse blue 106
C007836,geraniol
C005004,glaucine
C013959,dimethylacetamide
C027773,diphenylguanidine
C026345,ethyl stearate
D005027,Ethylene Oxide
C037574,morpholine
C020377,isoamyl acetate
C560794,isoceteth 20
C067038,isopentane
C040015,myricetin
C005273,naringenin
C005441,phenylisothiocyanate
C029407,oleylamide
C034475,olivine
C119203,ilomastat
C524142,mipomersen
C538689,tetrafluoromethane
C514237,thiotaurine
C003934,shellac
C047611,retinyl linoleate
C547110,sucrose cocoate
C041566,sucrose distearate
C009068,propylene oxide
C467566,pomalidomide
C518454,potash
C545430,tylvalosin
C100058,vanillin
C011566,vinyl acetate
C003636,tricaine
C028914,triethylene glycol
C004565,trilaurin
C018163,trimethylolpropane
C036694,trimyristin
C005859,tripalmitin
C022618,tristearin
C119141,Ospemifene
C550911,ado-trastuzumab emtansine
D000678,Amygdalin
C479199,methyldiethanolamine
C008430,N-methyldiethanolamine
C016775,alpha-terpineol
C415327,isoxaflutole
C099046,"N,N-dimethylacrylamide"
C525191,dragon's blood
D013936,Thymidine
D006147,Guanine
D003596,Cytosine
D006138,Guaiac
C557786,4-tert-butylcyclohexanol
D014520,Urethane
C004984,apocarotenal
C099085,ethyl ferulate
D011765,Pyruvaldehyde
C001355,tramiprosate
C072417,gadoterate meglumine
C004354,dicloran
C572289,eicosenoic acid
D000069462,Dimethyl Fumarate
C056020,dimethyl fumarate
C092401,copper naphthenate
C031556,calcium bicarbonate
C552334,canagliflozin
D000068896,Canagliflozin
C007180,cyclamen aldehyde
C031801,succinic anhydride
C529924,retinyl retinoate
C112468,"4-allyl-2,6-dimethoxyphenol"
C584514,methyl glucose dioleate
C031050,isomethyleugenol
C510961,N-lactoylethanolamine
D013671,Technetium Tc 99m Sulfur Colloid
C025204,Ubiquinone Q2
C069096,aluminum hydroxyphosphate
C481190,etilevodopa
C028419,cuprous chloride
C025913,cobaltous nitrate
C008261,lead acetate
C526485,hexyl salicylate
C009032,precirol
C030584,silver iodide
C032285,sodium iodate
C052083,tiliroside
D025065,Borrelia burgdorferi
D003505,Cyclodextrins
D003538,Cystamine
C048075,D.C. Red No. 36
C000597744,diethylamino hydroxybenzoyl hexyl benzoate
D024042,Collagen Type I
C582973,"1,2-dioleoyl-sn-glycero-3-phosphocholine"
C010942,"1,2-distearoyllecithin"
C054770,1-myristylpicolinium
C106572,3-iodo-2-propynylbutylcarbamate
C004520,4-anisic acid
D008735,5-Methoxytryptamine
C456969,Acid Violet 43
D016209,Interleukin-8
D007070,Immunoglobulin A
D006921,Hygromycin B
D007781,Lactoferrin
D009109,Mumps virus
C006379,N-acetylmethionine
C055060,N-valyltryptophan
D009556,Niobium
D019815,Oxalic Acid
D010281,Parathyroid Hormone
D011388,Prolactin
D012706,Serratia marcescens
D012710,"Serum Albumin, Bovine"
C578960,stearyl heptanoate
C033006,sudan III
D014527,Uric Acid
D017160,Trichinella spiralis
D053773,Transforming Growth Factor beta1
C469263,aluminum starch octenylsuccinate
C032007,aceglutamide
C077647,3-(4-methoxyphenyl)-2-propenoic acid 3-methylbutyl ester
C058414,acemannan
C005062,acetylcellulose
C066943,anisyl alcohol
D015008,Yersinia enterocolitica
C034932,carbocysteine-lysine
C086270,copper carbonate
C006923,carvone
C403632,calcium peroxide
C011708,cellulose acetate phthalate
C419308,cetearyl alcohol
C542322,cetearyl glucoside
C108217,citronellal
C018021,cobaltous chloride
C015866,ethyl lactate
C029410,ethyl sebacate
C032207,ethylhexyl palmitate
C049237,dichlorofluoromethane
C027118,didecyldimethylammonium
C401764,drometrizole
C561627,dabrafenib
C045628,ectoine
C109757,decan-4-olide
C545186,florbetapir
C002773,dimyristoylphosphatidylglycerol
C001589,bis(1-piperidylthiocarbonyl)disulfide
D004815,Epidermal Growth Factor
D006003,Glycogen
D015292,"Glycoprotein Hormones, alpha Subunit"
D005949,Glucose Oxidase
D018054,Hydrobromic Acid
D006515,Hepatitis B virus
D017955,Poliovirus
C419924,5-aminolevulinic acid hexyl ester
C010981,homarine
C011890,kojic acid
C018557,glycofurol
C530013,lauryl PEG-PPG-18-18 methicone
C025718,"mercuric iodide, red"
C092244,hydroxyisohexyl 3-cyclohexene carboxaldehyde
C017471,locust bean gum
C570063,phosphonic acid
C005566,pivalic acid
C005412,pantolactone
C009109,pullulan
C033616,poly(lactide)
C114510,quaternium-22
C509652,myristyl nicotinate
C533419,pongamol
C073922,neurotrophin 4
C033342,perillaldehyde
C512885,octadecyltrimethylammonium
C066528,oleyl oleate
C108583,sometribove
C519233,sorbitan tristearate
C082032,"tocotrienol, alpha"
C530758,stearyl stearate
C560077,trametinib
C109395,sclareolide
C056255,triisopropanolamine
C027993,trimethylolpropane triacrylate
C534735,tetraarsenic tetrasulfide
C031760,thiocyanate
C550468,vilanterol
C543984,calenduloside E
C018493,cupric glycinate
C015262,"1,6-hexamethylene diisocyanate"
C021024,ferric hydroxide
C042003,trehalulose
C011612,diethyl sulfate
C531016,HC yellow No. 5
C013484,diethylene glycol
C043571,1-phenylazo-2-naphthylamine
C522924,afatinib
C480531,polyglyceryl-6-dioleate
D019690,Technetium Tc 99m Exametazime
C026729,4-aminophenol
C007369,2-diethylaminoethanol
C036758,2-ethylhexyl acrylate
D000548,Amaranth Dye
D016997,Coxiella burnetii
D005604,Francisella tularensis
C055528,3-aminophenol
C008381,3-phenylenediamine
D010965,Plasmodium malariae
C569480,dalotuzumab
C004663,chloropropylate
C114966,n-butyl lactate
C006780,bisphenol A
D014734,Vibrio cholerae
D015010,Yersinia pestis
C082360,fipronil
C487382,glucosyl hesperidin
C562325,dolutegravir
C522335,ferric carboxymaltose
C519376,Parthenium hysterophorus extract
D016123,Campylobacter jejuni
C547854,D&C Red No. 34
C025231,sarkosyl
D016979,Pasteurella multocida
C515760,methylinositol
C031288,magnesium fluoride
C031448,musk ketone
D016829,Giardia lamblia
D004664,"Encephalitis Virus, Japanese"
C026285,trichlorosucrose
C542595,riociguat
C479460,Lixisenatide
D015026,Zeatin
C038044,baicalin
D000630,Aminopterin
C037020,amonafide
C113283,sinapultide
D019826,Cholic Acid
D002364,Caseins
C447119,bazedoxifene
C011396,agaric acid
D000157,Aconitine
C023650,aniline
C435043,1-naphthalenesulfonic acid
C042834,"9,10-anthraquinone"
C007303,"2,5-diaminotoluene"
C533860,macitentan
C000589002,afoxolaner
C543332,obinutuzumab
C028480,octenyl succinate
D020738,Leptin
C479658,hydroxypropyl-alpha-cyclodextrin
C015367,mevalonolactone
C112528,luliconazole
C557874,vortioxetine
C002118,ornithine alpha-ketoglutarate
C017435,enilconazole
C571001,eslicarbazepine
C551803,ibrutinib
D011516,Prothrombin
D012284,Rickettsia rickettsii
D007810,Lanosterol
C027125,3-n-butylphthalide
D002129,Calcium Oxalate
D007288,Inosine
D015847,Interleukin-4
D017256,Technetium Tc 99m Sestamibi
D019208,Brain-Derived Neurotrophic Factor
C039896,ethyl linolenate
D005167,Factor VII
D005170,Factor X
C084519,farnesal
C021170,decanaldehyde
D017293,Protein S
C504402,penoxsulam
D013095,Spermidine
D013096,Spermine
C000599459,sucroferric oxyhydroxide
C532453,simeprevir
D000069616,Simeprevir
C524957,sodium hydride
D000069474,Sofosbuvir
C019012,methyl palmitate
C007375,diethylene glycol distearate
C581552,flutemetamol
C032171,4-coumaric acid
C588062,oclacitinib
C577871,2-benzylheptanol
D020003,1-Octanol
D004135,Dinitolmide
D013669,Technetium Tc 99m Medronate
D016698,Technetium Tc 99m Pyrophosphate
C005035,hexametaphosphate
D014841,von Willebrand Factor
C000597299,capryloyl salicylic acid
D000105,Acetyl Coenzyme A
D030041,Hepatitis A virus
D016952,Legionella pneumophila
D008089,Listeria monocytogenes
D013212,Staphylococcus epidermidis
D041162,Staphylococcus haemolyticus
D012764,Shigella sonnei
C071528,bornyl acetate
C048074,dibutyl maleate
D016972,Enterobacter cloacae
D015103,Droxidopa
C528570,metaflumizone
C415771,metreleptin
C487588,monomenthyl glutarate
C478745,tasimelteon
C505730,apremilast
D009169,Mycobacterium tuberculosis
C039128,miltefosine
C020413,minaxolone
C011049,oil red O
D043371,"Fatty Acids, Omega-6"
C534611,albiglutide
D016360,Clostridium difficile
D006195,Hafnium
D012428,Ruthenium
D013910,Thorium
D015019,Yttrium
D015040,Zirconium
D008187,Lutetium
D014405,Tuftsin
D013992,Tiletamine
C504234,siltuximab
C004940,glucuronolactone
D015041,Zolazepam
C586847,ceritinib
D012385,Ronidazole
C025485,rosaniline
C543333,ramucirumab
C036670,toltrazuril
C000600621,pyroligneous acid
C043562,flavone
C530299,vorapaxar
C011765,troclosene
C005705,sanguinarine
C022102,aqua regia
C006477,alphaxalone
C555680,dulaglutide
C009799,solasulfone
C100258,methyl orange
D021902,Enterobacter aerogenes
D045503,Bartonella bacilliformis
D018416,Bartonella henselae
D018413,Bartonella quintana
D041041,Citrobacter koseri
C001669,madecassic acid
C017032,asiatic acid
C000589308,naloxegol
C543529,vedolizumab
C048214,diethylene glycol monomethyl ether
C043262,lead carbonate
C547076,tafamidis
C570240,empagliflozin
C469289,dalbavancin
C570121,chrysosplenetin
C508854,netupitant
C474723,hesperadin
C040008,"2,6-dimethylhept-5-en-1-al"
C004607,butyl carbitol
D006151,Guanosine
C570172,N-(N-(3-(3-hydroxy-4-methoxyphenyl) propyl)-alpha-aspartyl)-L-phenylalanine 1-methyl ester
C516253,cefovecin
D016220,Fibroblast Growth Factor 1
C586541,ledipasvir
C431707,efinaconazole
C028801,chromium trioxide
C483727,sulfobetaine
C549647,olodaterol
C428112,peginterferon beta-1a
C093844,pirfenidone
D007780,Lactobacillus casei
C521290,dirlotapide
C046522,ethyl pyruvate
C018062,ethyl methylphenylglycidate
C016826,diatrizoic acid
C535162,oseltamivir carboxylate
C039493,"4,4'-dinitrocarbanilide"
D000069604,Dabigatran
C554682,dabigatran
C059506,moexiprilat
C054501,quinaprilat
C530716,nintedanib
C006680,baicalein
C042005,1-octanesulfonic acid
C004912,ethylbenzene
C028467,lithium hydroxide
C052549,ramiprilat
C061095,trandolaprilat
C111420,4-hydroxybutyric acid
C022842,chloric acid
C046965,fosinoprilat
C053500,perindoprilat
C014224,tiamulin
C041835,ethyl salicylate
C010208,laidlomycin
C058987,5-oxo-pro-his-trp-ser-tyr-gly-trp-leu-pro-glynh2
C010958,9-fluoroprednisolone
D011883,Radium
D007483,Iothalamic Acid
C038780,n-pentanoic acid
C004965,hypericin
C073339,usnic acid
C028356,lead tetroxide
C052807,didodecyl phosphate
D002003,Brucella abortus
C546016,torezolid
C078626,perflexane
C551624,suvorexant
C522917,eliglustat
D019298,Glucose-6-Phosphate
C582435,pembrolizumab
C009701,zinc phosphide
C013215,polyvinyl acetate
C100708,oritavancin
C046627,osthol
C548838,sodium diacetate
C025314,ferric citrate
C005235,methyl ricinoleate
C029243,glyceran polyricinoleic acid ester
C018391,lead sulfide
C475866,platinic chloride
C013251,silver sulfide
C512998,tavaborole
D017279,Selenocysteine
C487081,belinostat
C063160,chlorous acid
C105022,silver fluoride
C552946,idelalisib
D009195,Peroxidase
C479659,hydroxypropyl-gamma-cyclodextrin
C500026,palbociclib
C082343,silanol
C080220,aromadedrin
C063573,"3,7-dimethyloctan-1-ol"
C043952,zinc phosphate
C035342,"1,4-naphthoquinone"
D001408,Bacillus anthracis
C008259,lauryl gallate
C510808,blinatumomab
C531550,olaparib
C519491,ceftolozane
D004183,Dirofilaria immitis
C581771,nivolumab
C560572,finafloxacin
C068440,potassium oxide
D013459,Sulfur Hexafluoride
C552171,edoxaban
D016845,Blastocystis hominis
C069372,isopropyl acetate
C555450,secukinumab
D050718,Complement C1 Inhibitor Protein
D011005,Plutonium
D004131,Dimetridazole
C078548,totarol
C049051,ferric pyrophosphate
C029054,ethyl 2-cyanoacrylate
D001886,Bordetella pertussis
D041061,Ehrlichia canis
C103212,2-bromo-2-nitroethanol
C003935,dodecylamine
C531958,lenvatinib
C496932,panobinostat
C024840,ethyl acetoacetate
C038989,isobutyl acetate
C016392,"3,3'-diindolylmethane"
C107601,glabridin
C543519,avibactam
C011907,melamine
C035229,laurocapram
C587045,isobornyl acrylate
C101954,N-caproylsphingosine
C033775,magnesium chlorate
D007336,"Insulin, Isophane"
C060066,3-chlorocholest-5-ene
C000602571,dinutuximab
C031021,muscone
C571889,asunaprevir
C030197,isobutyramide
C583636,eluxadoline
D042726,Burkholderia mallei
D011820,Rabies virus
C068295,thuringiensin
C033003,sudan red
C088408,ivabradine
C026498,propyl acetate
C038193,4-hydroxybenzoic acid
C526327,benzyl cinnamate
C000591922,brexpiprazole
C571059,alirocumab
C009564,trilinolein
C101314,trilinolenin
C569105,lumacaftor
C117446,cangrelor
C542861,dihydromyrcenol
D008315,Malondialdehyde
C585125,ABT-925
C012928,3-dimethylaminopropylamine
C040756,"1,2-naphthoquinone"
C006653,avilamycin
D005912,Gliotoxin
C039072,silver phosphate
D004132,Diflubenzuron
C017772,methyl hydroxyurea
C098107,flibanserin
C034870,2-amino-5-nitrothiazole
C577155,AMG 145
C517394,magnesium peroxide
C045816,arsenic trisulfide
C025474,rebaudioside A
C087908,2'-hydroxyacetophenone
